ID Code,Color 1,Color 2,Card Name,Stage,Level,Rarity,DP,Play Cost,DigiCost 1,DigiCost 2,Main Effect,Inherited Effect,Security,Attribute,Type,Url
EX1-010,Red,-,Phoenixmon,Mega (LV6),6,Uncommon,11000,12,3,-,"?Security Attack +1? (This Digimon checks 1 additional security card.)[When Attacking] When this Digimon attacks a player, ?Draw 2?. (Draw 2 cards from your deck.)",-,-,Vaccine,Holy Beast,
EX1-011,Blue,-,Gabumon,Rookie (LV3),3,Uncommon,2000,3,0,-,-,[When Attacking][Once Per Turn] Reveal the top 3 cards of your deck. Add 1 Tamer card or 1 Digimon card with [Gabumon] in its name among them to your hand. Place the remaining cards at the bottom of your deck in any order.,-,Data,Reptile,
EX1-012,Blue,-,Gomamon,Rookie (LV3),3,Common,2000,3,0,-,[On Play] Trash 1 digivolution card from the bottom of 1 of your opponent's Digimon.,-,-,Vaccine,Sea Beast,
EX1-013,Blue,-,Veemon,Rookie (LV3),3,Rare,2000,3,0,-,-,"[Your Turn][Once Per Turn] When this Digimon becomes unsuspended during your main phase, gain 1 memory.",-,Free,Mini Dragon,
EX1-014,Blue,-,ExVeemon,Champion (LV4),4,Common,4000,5,2(B)/2(G),-,?Jamming? (This Digimon can't be deleted in battles against Security Digimon.),"[Your Turn] While this Digimon has [Imperialdramon] in its name or [Free] in its traits, it gains ?Jamming?.",-,Free,Mythical Dragon,
EX1-015,Blue,-,Garurumon,Champion (LV4),4,Uncommon,5000,5,2,-,-,[When Attacking][Once Per Turn] You may play 1 [Matt Ishida] with a play cost of 3 or less from your hand without paying its memory cost.,-,Vaccine,Beast,
EX1-016,Blue,-,Ikkakumon,Champion (LV4),4,Common,6000,6,2,-,[Your Turn] This Digimon can also attack your opponent's unsuspended Digimon with no digivolution cards.,-,-,Vaccine,Sea Beast,
EX1-017,Blue,-,WereGarurumon,Ultimate (LV5),5,Common,7000,7,3,-,[When Digivolving] ?Draw 1?. (Draw 1 card from your deck.),"[When Attacking][Once Per Turn] If you have 8 or more cards in your hand, gain 1 memory.",-,Vaccine,Beastkin,
EX1-018,Blue,-,Zudomon,Ultimate (LV5),5,Common,8000,8,3,-,[When Digivolving] Trash 1 digivolution card from the bottom of 1 of your opponent's Digimon. [Your Turn] This Digimon can also attack your opponent's unsuspended Digimon with no digivolution cards.,-,-,Vaccine,Sea Beast,
EX1-019,Blue,-,Paildramon,Ultimate (LV5),5,Rare,7000,8,3(B)/3(G),-,"[When Digivolving] If a Digimon card with [Free] in its traits is in this Digimon's digivolution cards, unsuspend this Digimon.","[Your Turn] While this Digimon has [Imperialdramon] in its name, it can't be blocked.",-,Free,Dragonkin,
EX1-020,Blue,-,Plesiomon,Mega (LV6),6,Uncommon,11000,11,3,-,"[Your Turn][Once Per Turn] When one of your opponent's digivolution cards is trashed, ?Draw 2?. (Draw 2 cards from your deck.) [Your Turn] This Digimon can also attack your opponent's unsuspended Digimon with no digivolution cards.",-,-,Data,Plesiosaur,
EX1-021,Blue,-,MetalGarurumon,Mega (LV6),6,Super Rare,12000,11,4,-,"[When Digivolving] Gain 1 memory for every 4 cards in your hand. [When Attacking] If you have 8 or more cards in your hand and a Tamer in play, return 1 of your opponent's Digimon with an [On Deletion] effect to the bottom of its owner's deck. Trash all of the digivolution cards of that Digimon.",-,-,Data,Cyborg,
EX1-022,Blue,-,Imperialdramon Dragon Mode,Mega (LV6),6,Super Rare,11000,12,3(B)/3(G),-,"[When Digivolving] If a Digimon card with [Free] in its traits is in this Digimon's digivolution cards, unsuspend this Digimon and suspend 1 of your opponent's Digimon. [Your Turn] For each color in this Digimon's digivolution cards, it gets +1000 DP.",-,-,Free,Ancient Dragon,
EX1-023,Yellow,-,Elecmon,Rookie (LV3),3,Common,2000,3,0,-,-,[On Deletion] 1 of your opponent's Digimon gains ?Security Attack -1? for the turn. (This Digimon checks 1 fewer security cards.),-,Data,Mammal,
EX1-024,Yellow,-,Patamon,Rookie (LV3),3,Uncommon,2000,3,0,-,"[On Play] Reveal the top 4 cards of your deck. Add 1 Digimon card with [Angel], [Archangel], or [Three Great Angels] in its traits among them to your hand. Place the remaining cards at the bottom of your deck in any order.",-,-,Data,Mammal,
EX1-025,Yellow,-,Salamon,Rookie (LV3),3,Common,2000,3,0,-,-,"[When Attacking][Once Per Turn] If you have 3 or more security cards, ?Draw 1?. (Draw 1 card from your deck.)",-,Vaccine,Mammal,
EX1-026,Yellow,-,Gatomon,Champion (LV4),4,Uncommon,4000,4,2,-,-,"[When Attacking][Once Per Turn] If you have 3 or more security cards, 1 of your opponent's Digimon gets -2000 DP for the turn.",-,Vaccine,Holy Beast,
EX1-027,Yellow,-,Leomon,Champion (LV4),4,Rare,5000,5,2,-,"[Security] At the end of the battle, if you have 3 or fewer security cards, ?Recovery +1 (Deck)?. (Place the top card of your deck on top of your security stack.)",-,-,Vaccine,Beastkin,
EX1-028,Yellow,-,Angemon,Champion (LV4),4,Common,6000,6,2,-,-,"[When Attacking][Once Per Turn] If you have 3 or more security cards, this Digimon gets +1000 DP until the end of your opponent's next turn.",-,Vaccine,Angel,
EX1-029,Yellow,-,MagnaAngemon,Ultimate (LV5),5,Super Rare,7000,8,3,-,"[When Attacking] If you have 3 or more security cards, this Digimon gets +4000 DP until the end of your opponent's next turn.","[Your Turn][Once Per Turn] When a card is added to your security stack, gain 1 memory.",-,Vaccine,Archangel,
EX1-030,Yellow,-,Angewomon,Ultimate (LV5),5,Super Rare,7000,8,3,-,"[When Attacking] If you have 3 or more security cards, 1 of your opponent's Digimon and all of your opponent's Security Digimon get -3000 DP for the turn.","[Your Turn][Once Per Turn] When a card is added to your security stack, 1 of your opponent's Digimon gets -2000 DP for the turn.",-,Vaccine,Archangel,
EX1-031,Yellow,-,Seraphimon,Mega (LV6),6,Rare,12000,12,4,-,"[When Digivolving] ?Recovery +1 (Deck)?. (Place the top card of your deck on top of your security stack.)[Opponent's Turn] While this Digimon is suspended, all of your Security Digimon get +5000 DP.",-,-,Vaccine,Seraph / Three Great Angels,
EX1-032,Yellow,-,Megnadramon,Mega (LV6),6,Uncommon,11000,12,3,-,"[When Digivolving] You may trash the top card of your security stack to unsuspend this Digimon. [When Attacking][Once Per Turn] If you have 3 or fewer security cards, ?Recovery +1 (Deck)?. (Place the top card of your deck on top of your security stack.)",-,-,Vaccine,Holy Dragon / Four Great Dragons,
EX1-033,Green,-,Tentomon,Rookie (LV3),3,Common,2000,3,0,-,-,"[When Attacking] The next time one of your Digimon digivolves into a Digimon card with [Insectoid] or [Ancient Insect] in its traits this turn, reduce the memory cost of the digivolution by 1.",-,Vaccine,Insectoid,
EX1-034,Green,-,Palmon,Rookie (LV3),3,Common,1000,3,0,-,[On Deletion] Suspend 1 of your opponent's Digimon with 5000 DP or less.,-,-,Data,Vegetation,
EX1-035,Green,-,Kabuterimon,Champion (LV4),4,Uncommon,5000,4,2,-,[When Attacking] This Digimon can digivolve into a Digimon card with [Insectoid] in its traits in your hand for its digivolution cost.,-,-,Vaccine,Insectoid,
EX1-036,Green,-,Togemon,Champion (LV4),4,Common,5000,4,2,-,-,"[Your Turn][Once Per Turn] When one of your opponent's Digimon becomes suspended, this Digimon gets +2000 DP for the turn.",-,Data,Vegetation,
EX1-037,Green,-,Kuwagamon,Champion (LV4),4,Rare,5000,5,2,-,[Start of Your Turn] Suspend 1 of your opponent's Digimon with 3000 DP or less.,"[Your Turn] When this Digimon deletes one of your opponent's Digimon in battle and survives, 1 of your opponent's suspended Digimon doesn't unsuspend during their next unsuspend phase.",-,Virus,Insectoid,
EX1-038,Green,-,Stingmon,Champion (LV4),4,Common,5000,6,2(G)/2(B),-,"?Piercing? (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)","[Your Turn] While this Digimon has [Imperialdramon] in its name or [Free] in its traits, it gains ?Piercing?.",-,Free,Insectoid,
EX1-039,Green,-,Lillymon,Ultimate (LV5),5,Uncommon,7000,6,3,-,-,"[Your Turn][Once Per Turn] When one of your opponent's Digimon becomes suspended, this Digimon gains ?Security Attack +1? for the turn. (This Digimon checks 1 additional security card.)",-,Data,Fairy,
EX1-040,Green,-,MegaKabuterimon,Ultimate (LV5),5,Rare,7000,7,3,-,[When Attacking] This Digimon can digivolve into a Digimon card with [Insectoid] or [Ancient Insect] in its traits in your hand for its digivolution cost.,"[Your Turn] When this Digimon deletes an opponent's Digimon in battle and survives, gain 1 memory.",-,Vaccine,Insectoid,
EX1-041,Green,-,Dinobeemon,Ultimate (LV5),5,Uncommon,7000,8,3(G)/3(B),-,"[When Digivolving] If a Digimon card with [Free] in its traits is in this Digimon's digivolution cards, suspend 1 of your opponent's Digimon with 5000 DP or less.","[Your Turn] When one of your Digimon with [Imperialdramon] in its name deletes an opponent's Digimon in battle and survives, gain 1 memory.",-,Free,Mutant,
EX1-042,Green,-,Rosemon,Mega (LV6),6,Uncommon,11000,11,3,-,[Your Turn] This Digimon gets +1000 DP for each of your opponent's suspended Digimon. [When Attacking] Suspend 1 of your opponent's Digimon.,-,-,Data,Fairy,
EX1-043,Green,-,HerculesKabuterimon,Mega (LV6),6,Super Rare,12000,12,4,-,"[Your Turn][Once Per Turn] When one of your Digimon with [Insectoid] or [Ancient Insect] in its traits deletes an opponent's Digimon in battle and survives, you may unsuspend this Digimon. [Your Turn] For each Digimon card with [Insectoid] in its traits in this Digimon's digivolution cards, it gets +1000 DP.",-,-,Vaccine,Insectoid,
EX1-044,Black,-,Keramon,Rookie (LV3),3,Common,2000,3,0,-,-,"[Your Turn] For each other Digimon you have in play with the same name as this Digimon, this Digimon gets +1000 DP.",-,Unknown,Unidentified,
EX1-045,Black,-,Hagurumon,Rookie (LV3),3,Common,2000,3,0,-,[On Play] You may trash 1 Digimon card with [Machine] or [Cyborg] in its traits in your hand to ?Draw 2?. (Draw 2 cards from your deck.),-,-,Virus,Machine,
EX1-046,Black,-,Kurisarimon,Champion (LV4),4,Common,5000,4,2,-,-,"[Your Turn][Once Per Turn] When one of your other Digimon with the same name as this Digimon is deleted, unsuspend this Digimon.",-,Unknown,Unidentified,
EX1-047,Black,-,Guardromon,Champion (LV4),4,Common,6000,5,2,-,"?Blocker? (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)[Your Turn] This Digimon can't attack.",[When Attacking] You may trash 1 Digimon card with [Machine] or [Cyborg] in its traits in your hand to ?Draw 2?. (Draw 2 cards from your deck.),-,Virus,Machine,
EX1-048,Black,-,Andromon,Ultimate (LV5),5,Common,7000,7,3,-,[When Digivolving] You may reveal the top 3 cards of your deck. Add 1 level 6 Digimon card with [Machine] in its traits among them to your hand. Trash the remaining cards.,"[Opponent's Turn] While this Digimon has [Machine] in its traits, it gains ?Blocker?. (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)",-,Vaccine,Cyborg,
EX1-049,Black,-,MetalTyrannomon,Ultimate (LV5),5,Common,7000,7,3,-,[When Digivolving] You may reveal the top 3 cards of your deck. Add 1 level 6 Digimon card with [Machine] in its traits among them to your hand. Trash the remaining cards.,"[Opponent's Turn] While this Digimon has [Machine] in its traits, it gains ?Reboot?. (Unsuspend this Digimon during your opponent's unsuspend phase.)",-,Virus,Cyborg,
EX1-050,Black,-,MetalMamemon,Ultimate (LV5),5,Common,7000,7,3,-,[When Digivolving] You may reveal the top 3 cards of your deck. Add 1 level 6 Digimon card with [Machine] in its traits among them to your hand. Trash the remaining cards.,"[When Attacking] If this Digimon has [Machine] in its traits, delete 1 of your opponent's Digimon with a play cost of 5 or less.",-,Data,Cyborg,
EX1-051,Black,-,Infermon,Ultimate (LV5),5,Rare,7000,8,3,-,"[Opponent's Turn][Once Per Turn] When an opponent's Digimon digivolves into a level 5 or higher Digimon, gain 1 memory.",[All Turns] All of your other Digimon with the same name as this Digimon get +2000 DP.,-,Unknown,Unidentified,
EX1-052,Black,-,Etemon,Ultimate (LV5),5,Uncommon,7000,8,3,-,"[Your Turn] When this Digimon digivolves into a Digimon card with [Etemon] in its name in your hand, reduce the memory cost of the digivolution by 1.","[Your Turn] While this Digimon has [Etemon] in its name, it gains ?Jamming?. (This Digimon can't be deleted in battles against Security Digimon.)",-,Virus,Puppet,
EX1-053,Black,-,MetalEtemon,Mega (LV6),6,Uncommon,10000,11,3,-,"[Opponent's Turn] For each Digimon card with [Etemon] in its name in your trash, this Digimon gets +1000 DP. [On Deletion] ?De-Digivolve 1? 1 of your opponent's Digimon. (Trash 1 card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.)",-,-,Virus,Cyborg,
EX1-054,Black,-,Boltmon,Mega (LV6),6,Uncommon,12000,12,4,-,"?Reboot? (Unsuspend this Digimon during your opponent's unsuspend phase.)[When Digivolving] ?De-Digivolve 1? 1 of your opponent's Digimon. (Trash 1 card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.)",-,-,Data,Cyborg,
EX1-055,Purple,-,Tapirmon,Rookie (LV3),3,Common,2000,3,0,-,-,"[Your Turn][Once Per Turn] When one of your other Digimon is deleted, ?Draw 1?. (Draw 1 card from your deck.)",-,Vaccine,Holy Beast,
EX1-056,Purple,-,DemiDevimon,Rookie (LV3),3,Common,2000,3,0,-,"?Retaliation? (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)[Your Turn] While you don't have a Digimon with [Myotismon] in its name in play, this Digimon can't attack your opponent's Digimon.",-,-,Virus,Evil,
EX1-057,Purple,-,Wizardmon,Champion (LV4),4,Common,3000,5,2,-,"?Retaliation? (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)",[Your Turn] All of your Digimon with ?Retaliation? gain ?Rush?. (This Digimon can attack the turn it comes into play.),-,Data,Wizard,
EX1-058,Purple,-,Devimon,Champion (LV4),4,Common,6000,5,2,-,-,[On Deletion] Return 1 purple level 4 or lower Digimon card from your trash to your hand.,-,Virus,Fallen Angel,
EX1-059,Purple,-,Ogremon,Champion (LV4),4,Rare,5000,6,2,-,[When Attacking] You may trash 1 card in your hand to have this Digimon gain ?Security Attack +1? for the turn. (This Digimon checks 1 additional security card.),[When Attacking] You may trash 1 card in your hand to have this Digimon get +2000 DP for the turn.,-,Virus,Demon,
EX1-060,Purple,-,Lady Devimon,Ultimate (LV5),5,Uncommon,7000,7,3,-,[When Digivolving] You may trash the top 3 cards of your deck.,"[Your Turn][Once Per Turn] When you play a Digimon from your trash, gain 1 memory.",-,Virus,Fallen Angel,
EX1-061,Purple,-,Myotismon,Ultimate (LV5),5,Uncommon,7000,8,3,-,"[Your Turn] When this Digimon digivolves into a Digimon card with [Myotismon] in its name in your hand, reduce the memory cost of the digivolution by 1.","[Your Turn] While this Digimon has [Myotismon] in its name, all of your Digimon with ?Retaliation? can also attack your opponent's unsuspended level 4 or lower Digimon.",-,Virus,Undead,
EX1-062,Purple,-,SkullGreymon,Ultimate (LV5),5,Rare,8000,8,3(P)/3(R),-,?Security Attack +1? (This Digimon checks 1 additional security card.)[End of Attack] Delete this Digimon. [On Deletion] You may play 1 [Agumon] from your trash suspended without paying its memory cost.,-,-,Virus,Undead,
EX1-063,Purple,-,VenomMyotismon,Mega (LV6),6,Super Rare,12000,12,4,-,"?Retaliation? (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)[When Attacking][Once Per Turn] You may play 1 purple level 4 or lower Digimon card with ?Retaliation? from your trash without paying its memory cost. Any [On Play] effects on Digimon played with this effect don't activate.",-,-,Virus,Dark Animal,
EX1-064,Purple,-,Piedmon,Mega (LV6),6,Uncommon,11000,12,3,-,"[On Play] Delete 4 of your opponent's unsuspended level 4 or lower Digimon. [Your Turn][Once Per Turn] When one of your opponent's Digimon is deleted, ?Draw 1?. (Draw 1 card from your deck.)",-,-,Virus,Wizard,
EX1-065,White,-,Diabroromon,Mega (LV6),6,Super Rare,11000,12,3,-,"[Security] At the end of the battle, you may play 1 [Diaboromon] Token without paying its memory cost. (Diaboromon Tokens are level 6 white Digimon with a memory cost of 14, 3000 DP, and Mega/Unknown/Unidentified traits.)[Opponent's Turn] All of your [Diaboromon] gain ?Blocker?. (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)",-,-,Unknown,Unidentified,
EX1-066,White,-,Analog Youth,Tamer,-,Rare,-,2,-,-,"[On Play] Reveal the top 3 cards of your deck. Add 1 Digimon card among them to your hand. Trash the remaining cards. [All Turns] When one of your level 5 or higher Digimon with digivolution cards is deleted, you may suspend this Tamer. If you do, gain 1 memory, then hatch 1 Digi-Egg card to an empty space in your Breeding Area.",-,[Security] Play this card without paying its memory cost.,-,-,
EX1-067,Red,-,Baptism by Fire!,Option,-,Rare,-,3,-,-,[Main] Delete 1 of your opponent's Digimon with 6000 DP or less and ?Blocker?.,-,[Security] Activate this card's [Main] effect.,-,-,
EX1-068,Blue,-,Ice Wall!,Option,-,Rare,-,1,-,-,"[Main] All of your opponent's Digimon gain ""[When Attacking] Lose 2 memory"" until the end of their next turn.",-,[Security] Gain 2 memory.,-,-,
EX1-069,Black,-,Ultimate Connection!,Option,-,Rare,-,1,-,-,[Main] You may trash 1 level 5 Digimon card with [Cyborg] in its traits in your hand to gain 2 memory and ?Draw 1?. (Draw 1 card from your deck.),-,[Security] Activate this card's [Main] effect.,-,-,
EX1-070,Purple,-,Fight for Your Pride!,Option,-,Rare,-,4,-,-,"[Main] Play 1 purple level 4 or lower Digimon card from your trash without paying its memory cost. Then, if you have a Digimon with [Myotismon] in its name in play, 1 of your Digimon gains ?Blocker? until the end of your opponent's next turn. (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)",-,[Security] Play 1 purple level 4 or lower Digimon card from your trash without paying its memory cost.,-,-,
EX1-071,White,-,Win Rate: 60%,Option,-,Rare,-,2,-,-,"If you have a Tamer in play, you may use this Option card without meeting its color requirements.[Main] The next time one of your Digimon digivolves this turn, you may trash 1 Digimon card in your hand of the same color as the digivolving Digimon to reduce the memory cost of the digivolution by 4.",-,[Security] Add this card to its owner's hand.,-,-,
EX1-072,White,-,Emergency Program Shutdown!,Option,-,Rare,-,3,-,-,[Main] Your opponent can't use Option cards until the end of their next turn.,-,"[Security] Your opponent can't use Option cards this turn. Then, add this card to its owner's hand.",-,-,
EX1-073,White,-,Machinedramon,Mega (LV6),6,Secret Rare,11000,12,3(BL)/3(R),-,[On Play] You may place up to 5 level 5 red and/or black cards with [Cyborg] in their traits and different card numbers from your hand and/or trash in this Digimon's digivolution cards to gain 1 memory for each card placed.,-,-,Virus,Machine,
P-001,Red,-,Agumon,Rookie (Lv3),3,Promotion,3000,5,0,-,[On Play] Delete 1 of your opponent's Digimon with 3000 DP or less.,-,-,Vaccine,Reptile,
P-002,Red,-,Biyomon,Rookie (Lv3),3,Promotion,2000,3,0,-,-,"[Your Turn] When this Digimon deletes one of your opponent's Digimon in battle and survives, trigger ?Draw 1?. ",-,Vaccine,Bird,
P-003,Blue,-,Gabumon,Rookie (Lv3),3,Promotion,3000,4,0,-,[On Play] Trash the bottom digivolution card of 1 of your opponent's Digimon.,-,-,Data,Reptile,
P-004,Blue,-,Gomamon,Rookie (Lv3),3,Promotion,1000,3,0,-,-,"[Your Turn][Once Per Turn] When you trash a digivolution card of 1 of your opponent's Digimon, gain 1 memory.",-,Vaccine,Sea Beast,
P-005,Yellow,-,Patamon,Rookie (Lv3),3,Promotion,2000,4,0,-,"[On Play] If you have 1 or fewer security cards, trigger ?Recovery +1 (Deck)?.",-,-,Data,Mammal,
P-006,Yellow,-,Gatomon,Champion (Lv4),4,Promotion,4000,4,2,-,-,"[Your Turn] While you have 3 or more security cards, this Digimon gets +1000 DP.",-,Vaccine,Holy Beast,
P-007,Blue,-,Garurumon,Champion (Lv4),4,Promotion,4000,4,2,-,-,"[When Attacking] If this Digimon has [Garurumon] in its name, trigger ?Draw 1?.",-,Vaccine,Beast,
P-008,Blue,-,WereGarurumon,Ultimate (Lv5),5,Promotion,6000,7,3,-,"When Attacking][Once Per Turn] If this Digimon has a [Garurumon] digivolution card, unsuspend this Digimon.","[Your Turn] While you have 8 or more cards in your hand, this Digimon gains ?Security Attack +1?.",-,Vaccine,Beastkin,
P-009,Red,-,Agumon,Rookie (Lv3),3,Promotion,2000,3,0,-,-,"[Your Turn] While this Digimon has [Greymon] in its name, it gets +2000 DP.",-,Vaccine,Reptile,
P-010,Red,-,Greymon,Champion (Lv4),4,Promotion,5000,5,2,-,"[Your Turn] While this Digimon has an [Agumon] digivolution card, it gains ?Security Attack +1?",-,-,Vaccine,Dinosaur,
P-011,Blue,-,Veedramon,Champion (Lv4),4,Promotion,5000,6,6,-,"[When Attacking] If you have a blue Tamer, you may trash the top 3 cards of your deck to give this Digimon +2000 DP for the turn.",[When Attacking] You may place 3 non-Digi-Egg cards from your trash at the bottom of your deck in any order to activate ?Draw 1?.,-,Vaccine,Mythical Dragon,
P-012,Blue,-,Tai Kamiya(V-Tamer),Tamer,-,Promotion,-,2,2,-,"[Main] If you have a Digimon with [Veedramon] in its name, you may suspend this Tamer to activate one of the following effects:?Trigger <Draw 1>?1 of your Digimon gets +1000 DP for the turn.",-,[Security] Play this card without paying its memory cost.,-,-,
P-013,Black,-,Keramon,Rookie (Lv3),3,Promotion,2000,3,0,-,-,[Opponent's Turn] This Digimon gets +1000 DP.,-,Unknown,Unidentified,
P-014,Black,-,Kurisarimon,Champion (Lv4),4,Promotion,5000,4,2,-,"?Blocker? (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)[When Attacking] Lose 2 memory.",-,-,Unknown,Unidentified,
P-015,Black,-,Infermon,Ultimate (Lv5),5,Promotion,7000,7,3,-,"[On Play] Trigger <De-DigivoLv.e 1> on 1 of your opponent's Digimon. (Trash a card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.)",-,-,Unknown,Unidentified,
P-016,Black,-,Diaboromon,Mega (Lv6),6,Promotion,11000,11,3,-,"[Your Turn] For each [Diaboromon] you have in play, this Digimon gets <Security Attack +1>. (This Digimon checks 1 additional security card.)",-,-,Unknown,Unidentified,
P-017,Purple,-,DemiDevimon,Rookie (Lv3),3,Promotion,2000,3,0,-,[On Play] Trash the top 2 cards of your deck.,-,-,Virus,Evil,
P-018,Purple,-,Devimon,Champion (Lv4),4,Promotion,3000,5,2,-,[On Play] Delete 1 of your opponent's level 3 Digimon.,-,-,Virus,Fallen Angel,
P-019,Purple,-,Myotismon,Ultimate (Lv5),5,Promotion,7000,7,3,-,-,"< Retaliation > (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)",-,Virus,Undead,
P-020,Purple,-,VenomMyotismon,Mega (Lv6),6,Promotion,11000,11,3,-,[On Deletion] You may play a purple Digimon Card with a level of 4 or less from your trash without paying its memory cost. An [On Play] effects on Digimon played with this effect don't activate.,-,-,Virus,Dark Animal,
P-021,Green,-,A New World,Option,-,Promotion,-,-,-,-,"[Main] If you have [Mimi Tachikawa] in play, you may play a [Palmon] from your hand without paying its memory cost to return 1 of your [Mimi Tachikawa] cards to its owner's hand.",-,[Security] Add this card to your hand.,-,-,
P-022,Blue,-,DNA Digivolution - Hearts United,Option,-,Promotion,-,-,-,-,"[Main] If you have [Davis Motomiya] and [Ken Ichijoji] in play, you may place 1 [ExVeemon] and 1 [Stingmon] from your hand at the bottom of your deck in any order to play 1 [Paildramon] from your hand without paying its memory cost.",-,[Security] Add this card to your hand.,-,-,
P-023,Yellow,-,Patamon's Confession,Option,-,Promotion,-,-,-,-,"[Main] If you have [T.K. Takaishi] in play, place 1 of your [Patamon] at the bottom of your security stack face down. Trash that Digimon's digivolution cards.",-,[Security] Add this card to your hand.,-,-,
P-024,Red,-,Tai's Growing Up!,Option,-,Promotion,-,-,-,-,"[Main] If you have [Tai Kamiya] in play, you may place 1 of your [Agumon] cards at the bottom of its owner's deck to trigger < Draw 3 >. (Draw 3 cards from your deck.) Trash that Digimon's digivolution cards.",-,[Security] Add this card to your hand.,-,-,
P-025,Green,-,GranKuwagamon,Mega (Lv6),6,Promotion,11000,11,3,-,[Main] < Digi-Burst 2 > (Trash 2 of this Digimon's digivolution cards to activate the effect below.) 1 of your Digimon gains < Security Attack +1 > (This Digimon checks 1 additional security card) for the turn.,-,-,Free,Insectoid,
P-026,Black,-,BlackWarGreymon,Mega (Lv6),6,Promotion,11000,11,3,-,[Main] < Digi-Burst 2> (Trash 2 of this Digimon's digivolution cards to activate the effect below.) Unsuspend this digimon.,-,-,Virus,Dragonkin,
P-027,Purple,-,MetalGarurumon,Mega (Lv6),6,Promotion,11000,11,3,-,[Main] < Digi-Burst 2 > (Trash 2 of this Digimon's digivolution cards to activate the effect below.) Use a purple Option card with a memory cost of 7 or less in your hand without paying its memory cost.,-,-,Virus,Cyborg,
P-028,Yellow,-,Pulsemon,Rookie (Lv3),3,Promotion,2000,3,0,-,"[On Play] If you have 3 or more security cards, trigger <Draw 1 >. (Draw 1 card from your deck.) If you  have 3 or fewer security cards, gain 1 memory.",-,-,Vaccine,Beastkin,
P-029,Red,-,Agunimon,Hybrid (Lv4),4,Promotion,4000,5,2,-,"[When Attacking] This Digimon can digivolve into an [AncientGreymon] in your hand for a memory cost of 2, ignoring its digivolution requirements. If it does, delete this Digimon at the end of the turn.","[Your Turn] When digivolving this Digimon into an [AncientGreymon] in your hand, reduce its digivolution cost by 2.",-,Variable, ,
P-030,Blue,-,Lobomon,Hybrid (Lv4),4,Promotion,4000,5,2,-,"[When Attacking] This Digimon can digivolve into an [AncientGarurumon] in your hand for a memory cost of 1, ignoring its digivolution requirements. If it does, delete this Digimon at the end of the turn.","[Your Turn] When digivolving this Digimon into an [AncientGarurumon] in your hand, reduce its digivolution cost by 2.",-,Variable,Warrior,
P-031,Yellow,-,Gatomon,Champion (Lv4),4,Promotion,5000,6,2,-,"[Your Turn] When digivolving this Digimon into an [AncientGreymon] in your hand, reduce its digivolution cost by 2.",-,-,Vaccine,Holy Beast,
P-032,Green,-,Palmon,Rookie (Lv3),3,Promotion,2000,3,0,-,-,"[Your Turn] When this card is trashed due to activating this Digimon's ?Digi-Burst?, 1 of your Digimon gains ?Jamming? (This Digimon can't be deleted in battles against Security Digimon) for the turn.",-,Data,Vegetation,
P-033,Black,-,Sunarizamon,Rookie (Lv3),3,Promotion,2000,3,0,-,"[Your Turn] All of your black Digimon with 13000 DP or more gain ?Piercing?. (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)","[Your Turn] While this Digimon is black and has 13000 DP or more, this Digimon gains ?Security Attack +1?. (This Digimon checks 1 additional security card.)",-,Virus,Reptile,
P-034,Purple,-,DemiDevimon,Rookie (Lv3),3,Promotion,2000,3,0,-,-,"[On Deletion] If you have 7 or more Digimon cards with [Devimon] in their names in your trash, you may play 1 [DanDevimon] from your trash without paying its memory cost.",-,Virus,Evil,
P-035,Red,-,Red Memory Boost!,Option,-,Promotion,-,3,-,-,"[Main] Reveal the top 4 cards of your deck. Add 1 red Digimon card among them to your hand. Place the remaining cards at the bottom of your deck in any order. Then, place this card in your battle area. [Main] ?Delay? (Trash this card in your battle area to activate the effect below. You can't activate this effect the turn this card enters play.) ?Gain 2 memory.
",-,[Security] Place this card in its owner's battle area.,-,-,
P-036,Blue,-,Blue Memory Boost!,Option,-,Promotion,-,3,-,-,"[Main] Reveal the top 4 cards of your deck. Add 1 blue Digimon card among them to your hand. Place the remaining cards at the bottom of your deck in any order. Then, place this card in your battle area. [Main] ?Delay? (Trash this card in your battle area to activate the effect below. You can't activate this effect the turn this card enters play.) ?Gain 2 memory.
",-,"[Security] Place this card in its owner's battle area.
",-,-,
